s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000135.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000135.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000135.png,product held out by a hand with half green and half pink background,this image may contain bottle shaker and cosmetics,someone is holding two bottles of nive hand sanitizer in front of a pink and green,two people holding up bottles of water in front of a colorful background,two hands holding up two bottles of nivea soap
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000136.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000136.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000136.png,product placed underneath an light pink arc surrounded by pink and yellow colors with pink background,a bottle of nivea deodorant next to a white arch,there is a bottle of deodorant next to a tube of deodorant,a bottle of nivea deodorant sitting on top of some colored powder,a bottle of nivea deodorant sitting in front of colorful powder
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000137.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000137.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000137.png,products placed on blocks surrounded by various flowers with pink background,this image may contain cosmetics and bottle,there is a pink background with a variety of skin care products on it,a bunch of different types of nivea products on a pink background,a collection of nivea products on a pink background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000138.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000138.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000138.png,"product placed on table surrounded by hearts, cake and ribbons with pink background",this image may contain cosmetics and cupcake,"there is a pink box with a cake, cupcakes, and other items on a pink",a pink table with a heart shaped box of chocolates,a pink cake with heart shaped candies on it
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000139.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000139.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000139.png,product placed on table surrounded by colourful dots and blue background,a selection of products on a blue background.,there is a bottle of nivex and a bottle of deodorant on a polka,a group of bottles and lotions on a blue background,several bottles of nivea products on a colorful background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000140.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000140.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000140.png,product placed on a colorful blocks with yellowish background,a selection of products on a colorful background.,some of the nivea products are displayed on a colorful background,a display of nivea products on a colorful background,several bottles of nivea products on a colorful background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000141.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000141.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000141.png,product placed on a pile of bright color with blue background,this image may contain cosmetics and face makeup,three containers of nivex body scrubs with various colors of powder on a blue background,four different colored powders on top of a blue background,four different colored powders are arranged in a circle
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000142.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000142.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000142.png,product placed a brown wood surrounded by toys with tiles in the background,this image may contain bottle and cosmetics,there is a bottle of nivea on a wooden table next to a towel and a towel,a bottle of nivea aloe vera lotion on a wooden table,a bottle of nivea sun lotion on a tray
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000143.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000143.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000143.png,product placed on a blue block surrounded by coconut tree with blue background,this image may contain sunglasses accessories accessory and bottle,there are three bottles of sunscreens and sunglasses on a blue pedestal with palm trees in the,three bottles of lotion and a pair of sunglasses,three bottles of nivea suntan lotion on a tiled floor
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000144.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000144.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000144.png,product placed on sand surrounded by a palm leaf on right and a pink rose in the left with ocean and sky in the background,aloe vera body lotion on the beach,there are three bottles of body wash sitting on the sand next to a flower,two bottles of nivea products on a sandy beach,two bottles of nivea lotion on the beach
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000145.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000145.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000145.png,product placed on a table surrounded by aloe leaves and blue background,a collection of bottles of nivea aloe vera and limes on a blue background.,there is a bottle of nive and a bottle of aloe vera on a shelf,three bottles of nivea products on a shelf,three bottles of nivea shampoo and conditioner
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000146.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000146.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000146.png,product placed on sand surrounded by a coconut leaf with sky in the background,a selection of skin care products in the sand.,there is a bottle of nivex on the sand next to some other items,a bunch of different types of lotions sitting on top of the sand,a collection of nivea products on a sandy beach
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000147.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000147.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000147.png,product placed on sand surrounded by a towel in the bottom right with sky in the background,a collection of products on a beach.,"bottles of body wash, lotion, and lotion sitting on a window sill",a bunch of bottles of lotions and shampoos sitting on a window sill,a bottle of nivea body lotion on a window sill
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000148.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000148.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000148.png,"product placed on wook surrounded by camera, hat and sunglasses with blue background",this image may contain sunglasses accessories accessory and bottle,"there is a blue camera, a hat, sunglasses, and a blue towel on a blue table","there is a camera, sunglasses, and lotion on the table","a hat, sunglasses, sunscreen and a camera on a table"
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000149.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000149.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000149.png,product placed on a transparent slab of glass surrounded by water droplets with blue background,a range of skin care products,there are three different types of skin care products sitting on a table,a bunch of different types of creams sitting on top of ice cubes,four different types of nivea skin care products
